YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
1989,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,25,25
1990,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,17,17
1990,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,1,5,0,0,6
1990,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,0,0,0
1990,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,0,0
1990,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,2,0,0,2
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,50,50
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.666697,73.966538,6,6,0,0,12
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.554543,76.135469,0,0,3,0,3
1991,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,0,0,0,0,0
1992,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,6,6
1992,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1992,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1992,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,3,11,0,0,14
1992,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,0,0,5,0,5
1993,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,1,0,0,1
1993,0,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,1,0,0,1
1993,0,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,1,0,1
1993,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1993,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.4775,74.857777,0,1,0,0,1
1993,0,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,1,0,0,0,1
1993,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2
1994,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,2,0,1,0,3
1994,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.339199,74.320461,1,1,0,1,3
1996,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,25,25
1996,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
1996,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.844283,74.70719,0,0,1,0,1
1996,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.844283,74.70719,0,3,0,0,3
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,2,0,2
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,2,50,3,0,55
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.267783,73.990241,2,0,0,0,2
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,2,0,2
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,17,0,17
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.535223,75.100269,0,0,1,0,1
1997,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.535223,75.100269,0,0,2,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,0,0,2,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,5,0,5
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,4,0,0,0,4
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.643462,74.700154,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,0,0,2,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.555794,76.162411,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.933277,74.31725,7,0,7,0,14
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.933277,74.31725,0,0,0,18,18
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,4,0,0,0,4
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,10,0,10
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.19287,74.3692,0,0,3,0,3
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,3,0,3
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,2,0,3,0,5
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,0,0,1,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.411076,75.253452,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.596811,76.058362,0,0,2,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.519325,75.973236,0,0,1,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.519325,75.973236,2,0,0,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,0,0,1,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,0,0,0,0,0
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,1,0,0,0,1
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,3,0,3
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,0,2,0,0,2
1998,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34,78,0,5,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.10685,77.259474,0,2,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.656944,76.341667,4,0,0,0,4
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.6229,76.4763,4,0,0,0,4
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,161,0,0,0,161
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.519325,75.973236,2,0,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,3,0,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,5,0,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,3,0,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,2,0,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,0,1,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,4,2,0,0,6
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,3,0,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,6,0,0,0,6
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,2,0,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,3,0,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.683056,76.645,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.75428,76.61779,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.683056,76.645,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,17,0,0,0,17
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.519325,75.973236,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,6,5,0,0,11
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,2,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.704549,76.489004,18,7,0,0,25
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,10,9,0,0,19
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,13,7,0,0,20
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,3,0,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,2,0,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,0,2,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,0,1,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,2,2,0,0,4
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.464166,75.795833,0,12,0,0,12
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.704549,76.489004,19,18,0,0,37
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.497778,75.466944,7,0,0,0,7
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.497778,75.466944,13,6,0,0,19
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.497778,75.466944,5,13,0,0,18
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.497778,75.466944,0,33,0,0,33
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,2,0,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.497778,75.466944,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,10,26,0,0,36
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,1,22,0,0,23
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,4,0,0,0,4
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,5,0,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,3,16,0,0,19
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,1,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,1,2,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,31,0,0,0,31
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,7,12,0,0,19
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,16,30,0,0,46
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,27,17,0,0,44
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,6,0,0,6
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,1,10,0,0,11
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,8,0,0,0,8
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,2,2,0,0,4
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,2,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,6,0,0,6
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,8,0,0,0,8
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,4,25,0,0,29
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,7,14,0,0,21
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,4,3,0,0,7
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,1,17,0,0,18
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,0,3,0,0,3
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.71,76.55,0,7,0,0,7
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,0,7,0,0,7
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.402706,75.663307,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,1,4,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.4575,75.629722,0,5,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,0,5,0,0,5
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.72,76.41,0,2,0,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.484389,75.658389,0,1,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.358478,75.625633,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,1,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.041542,74.090244,0,0,1,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.663333,76.915985,23,3,0,0,26
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.663333,76.915985,9,0,0,0,9
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,1,0,0,0,1
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.037275,74.057915,0,0,2,0,2
1999,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,2,0,0,0,2
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,2,2,1,0,5
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,0,3,0,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.61044,74.13883,3,5,0,0,8
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.61044,74.13883,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Rajasthan ,28.01735,73.294078,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,5,0,5
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.535223,75.100269,0,2,0,4,6
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,6,0,0,0,6
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.84115,74.462913,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.392806,73.840566,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.034377,74.456611,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.392806,73.840566,0,0,3,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.048964,74.207832,0,0,7,0,7
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.665521,73.960983,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.034377,74.456611,2,3,1,0,6
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.17743,74.141637,0,3,0,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,1,2,0,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,4,0,8,12
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.535223,75.100269,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.535223,75.100269,1,0,0,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,2,0,0,2,4
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,2,0,3,0,5
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.267783,73.990241,1,10,0,0,11
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.824521,74.166617,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.192566,74.142417,0,6,0,0,6
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.037275,74.057915,2,0,1,0,3
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.071279,74.108848,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,0,0,0
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,5,0,0,0,5
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.200697,74.630639,2,0,0,0,2
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,0,0,1,0,1
2000,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,2,4,0,0,6
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.61044,74.13883,0,0,0,0,0
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.762449,74.264114,0,0,2,0,2
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.192566,74.142417,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.411076,75.253452,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,3,0,0,0,3
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.553403,75.110634,3,0,0,0,3
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.572477,74.668336,2,0,0,0,2
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,0,0,1,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.553403,75.110634,0,0,0,0,0
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,2,0,1,0,3
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,3,0,1,0,4
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.776667,74.097076,0,0,1,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
2001,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,0,4,0,0,4
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,4,0,0,4
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,2,2,0,0,4
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,5,0,0,6
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,2,0,0,0,2
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.04028,74.06458,1,0,0,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.573095,74.676664,0,0,1,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,,32.565,74.676,0,0,0,7,7
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,1,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,1,0,3,0,4
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.76921,74.101267,0,0,1,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.726847,74.127315,0,0,3,0,3
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,1,0,0,0,1
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,0,3,0,3
2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1
