YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,1,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,2,8,0,0,10
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,5,0,0,0,5
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,3,0,0,0,3
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,14,0,0,14
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,4,0,0,4
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,2,5,0,0,7
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,0,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,1,0,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,3,0,0,0,3
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,3,3
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,7,0,0,7
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.989289,74.93021,1,0,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,1,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,1,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,13,0,0,0,13
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,0,4,0,4
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.713545,75.15016,0,6,0,0,6
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
1995,1,Clear,1,Government of India,Kashmir insurgents,,32.565,74.676,0,5,0,0,5
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,4,0,0,5
1995,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,226,0,0,226
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,4,0,0,4
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,7,0,0,8
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,3,5
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.483006,74.933418,0,5,0,0,5
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,0,0,7,7
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,3,15,0,0,18
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,2,9,0,0,11
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,5,1,0,0,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,4,0,0,0,4
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,21,0,0,21
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,1,0,3
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.47233,74.247207,0,8,0,0,8
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.55278,74.21111,0,6,0,0,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.321376,75.733425,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.67721,74.811306,3,5,0,0,8
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.034377,74.456611,3,0,0,0,3
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.085396,74.234832,2,0,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,0,4,1,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,1,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,5,0,0,5
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,5,2,0,0,7
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,1,0,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,1,1,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Delhi,28.613889,77.208889,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.860424,74.399016,0,0,0,7,7
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.039451,75.655765,0,1,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,5,0,0,0,5
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,4,0,0,0,4
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,1,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,4,1,0,0,5
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.01201,74.741374,4,3,0,0,7
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,2,0,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,11,2,0,13
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,0,0,2,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,0,3
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,2,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,8,0,0,0,8
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.058566,74.759967,2,0,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.0375,74.8,1,0,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,3,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.96421,74.506744,0,6,0,0,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.925279,74.664974,2,4,0,0,6
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,2,0,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.321376,75.733425,2,0,0,0,2
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,0,0,0,0
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3
1996,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,6,0,0,7
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,4,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.04773,74.68925,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.744304,74.971263,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,6,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,4,0,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.038216,74.852252,0,0,0,1,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,6,65,0,0,71
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,1,0,0,3,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.25742,74.68627,2,0,1,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.830286,75.098781,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,1,4,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,6,0,0,7
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,4,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.44115,74.337192,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.219399,74.636051,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,2,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.219399,74.636051,5,0,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,18,0,0,0,18
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,9,0,0,9
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,6,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,4,2,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.038216,74.852252,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,0,13,0,0,13
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,6,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.219399,74.636051,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,2,3,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,0,9,0,0,9
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,5,0,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,6,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.49856,74.44676,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,3,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,1,2,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,0,1,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,2,11,0,0,13
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.405885,74.207664,0,8,0,0,8
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,1,5,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,,32.565,74.676,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,5,0,0,7
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,4,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,2,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,4,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,3,3,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.441253,74.049076,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,2,0,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,2,0,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.01201,74.741374,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,1,6,0,0,7
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.375092,74.307696,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,4,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.239087,74.682064,3,0,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,16,0,0,16
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,4,2,0,0,6
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,5,4,0,0,9
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,2,0,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.138621,75.751239,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,1,2,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,8,0,0,9
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.441116,74.473045,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,3,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.189823,75.458694,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,3,0,2,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.803923,75.260761,3,0,1,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.070228,75.89542,4,0,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.57672,75.22304,0,1,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.187491,74.395393,12,0,0,0,12
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,1,3,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,1,0,3,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.570045,74.338554,1,1,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.55278,74.21111,0,3,0,0,3
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,5,0,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,2,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.762449,74.264114,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,5,0,0,5
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.765338,75.204017,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,1,3,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,1,0,0,0,1
1997,1,Clear,1,Government of India,Kashmir insurgents,,32.565,74.676,0,8,0,0,8
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.643929,74.336452,4,0,0,0,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,2,0,0,0,2
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,0,0,4,4
1997,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,3,0,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.108882,74.609527,0,2,0,0,2
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.137277,75.569942,0,2,0,0,2
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,2,0,0,0,2
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.339199,74.320461,3,0,0,0,3
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.073542,75.873546,0,4,0,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,6,1,0,0,7
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,4,6,0,0,10
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,0,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,0,1,1,0,2
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.936064,75.291042,0,2,2,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.048427,75.324863,3,2,0,0,5
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,1,3,2,0,6
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,3,0,0,3
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,1,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,1,1,0,0,2
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,5,0,0,5
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.213933,74.776821,0,4,0,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,3,1,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.803201,74.91566,0,4,0,0,4
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,2,3,0,0,5
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
1998,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.984135,75.694175,0,4,0,0,4
