,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
3727,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.209817,75.421447,0,5,0,0,5
3728,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.781036,75.485618,0,2,0,0,2
3729,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.566257,74.825378,0,1,0,0,1
3730,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,32.009575,75.203159,0,1,0,0,1
3731,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.91667,75.41667,0,8,0,0,8
3732,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.809355,75.217601,0,1,0,0,1
3733,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.934835,75.845668,0,4,0,0,4
3734,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.648483,76.416717,0,4,0,0,4
3735,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.648483,76.416717,2,1,0,0,3
3736,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.91667,75.41667,0,3,0,0,3
3737,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.424851,74.943412,0,2,0,0,2
3738,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.495836,75.211769,0,1,0,0,1
3739,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.495836,75.211769,0,5,0,0,5
3740,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.91667,75.41667,0,2,0,0,2
3741,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.818307,75.553428,0,1,0,0,1
3742,1993,1,Clear,1,Government of India,Sikh insurgents,Delhi,28.65195,77.23149,0,0,0,8,8
3743,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,31.780615,75.155208,0,1,0,0,1
3744,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.91667,75.41667,0,1,0,0,1
3745,1993,1,Clear,1,Government of India,Sikh insurgents,Punjab ,30.892909,74.739852,0,1,0,0,1
3746,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,31.604846,74.684341,0,1,0,0,1
3747,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,30.725261,76.716827,0,2,0,0,2
3748,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,30.343547,76.494026,0,1,0,0,1
3749,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,30.616367,74.854785,0,1,0,0,1
3750,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,31.424851,74.943412,0,2,0,0,2
3751,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,31.424851,74.943412,0,1,0,0,1
3752,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,31.809355,75.217601,0,5,0,0,5
3753,1994,0,Clear,1,Government of India,Sikh insurgents,Punjab ,31.631363,75.581642,0,4,0,0,4
3754,2021,0,Clear,1,Government of India,Sikh insurgents,Punjab ,30.934835,75.845668,0,0,0,0,0
3755,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,8,0,0,0,8
3756,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,2,2
3757,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,1,4
3758,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3759,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
3760,1989,0,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
3761,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
3762,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,1,1
3763,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.962004,74.532714,1,0,0,0,1
3764,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3765,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,1,0,2
3766,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3767,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,98,98
3768,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,4,0,0,0,4
3769,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3770,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3771,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3772,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,5,5
3773,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3774,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,2,0,0,0,2
3775,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,4,0,1,0,5
3776,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,1,0,0,0,1
3777,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,0,0
3778,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,0,0
3779,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,0,0,0,0,0
3780,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3781,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3782,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,1,0,0,0,1
3783,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,0,0
3784,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,1,0,0,0,1
3785,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,2,0,0,0,2
3786,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
3787,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3788,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
3789,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,2,0,14,0,16
3790,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,0,8,0,8
3791,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,1,0,4,5
3792,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,0,5,0,5
3793,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,2,2
3794,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.049509,74.074802,0,24,0,0,24
3795,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,23,0,0,23
3796,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,1,0,0,0,1
3797,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,22,1,0,26
3798,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,2,0,2
3799,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,8,0,9
3800,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3801,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,1,0,1,0,2
3802,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,1,0,1
3803,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,3,0,0,0,3
3804,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,13,0,0,0,13
3805,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,4,0,0,0,4
3806,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,4,0,1,0,5
3807,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,0,0,0,0
3808,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3809,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,4,0,0,0,4
3810,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,4,4
3811,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,3,0,0,0,3
3812,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.54306,74.319667,3,34,0,0,37
3813,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,3,0,0,0,3
3814,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,4,4,0,0,8
3815,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3
3816,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,0,18,0,0,18
3817,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,3,0,0,0,3
3818,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,1,0,0,0,1
3819,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,1,2,0,5
3820,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,3,4,0,10
3821,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,4,0,4
3822,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,5,12,0,0,17
3823,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,2,0,2
3824,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,3,0,0,3
3825,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
3826,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
3827,1990,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
3828,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,0,3
3829,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,11,0,11
3830,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3831,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3832,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,0,0,0,3
3833,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,2,0,0,0,2
3834,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,2,3,0,0,5
3835,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3
3836,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,4,1,0,5
3837,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,2,0,3
3838,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,0,7,0,0,7
3839,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3840,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,0,1,0,1
3841,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.33333,77.41667,1,0,1,0,2
3842,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,2,0,3
3843,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.060871,74.528869,0,0,2,0,2
3844,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,0,0,0,0
3845,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,0,2,0,2
3846,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
3847,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,1,2,0,3
3848,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,0,1,0,1
3849,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,68,0,0,68
3850,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,31,31
3851,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,7,0,0,7
3852,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,2,0,0,2
3853,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,0,0,2,0,2
3854,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.989289,74.93021,0,0,1,0,1
3855,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3856,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,2,1,0,0,3
3857,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.879031,74.908763,0,5,0,0,5
3858,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,0,0,2
3859,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,0,0,2
3860,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3861,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,15,0,0,15
3862,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,0,0
3863,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,7,0,0,7
3864,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,0,2
3865,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,0,2
3866,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
3867,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
3868,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,0,0,0,0
3869,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
3870,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,1,0,0,1
3871,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.102152,74.467899,0,2,0,0,2
3872,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.879031,74.908763,0,2,11,0,13
3873,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.390691,74.560161,0,0,0,5,5
3874,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.43478,74.61334,0,0,0,5,5
3875,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,1,4,0,0,5
3876,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,2,9,0,11
3877,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,12,0,0,12
3878,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,5,2,0,7
3879,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
3880,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,2,0,2
3881,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3882,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
3883,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.463608,74.197139,0,0,17,0,17
3884,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,7,0,0,8
3885,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,14,0,0,14
3886,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,3,11,0,0,14
3887,1991,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,2,0,2
3888,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,1,4,8,0,13
3889,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,3,1,0,4
3890,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3891,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,1,1
3892,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,3,3,1,0,7
3893,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,4,4
3894,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.08333,74.83333,0,0,0,4,4
3895,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,4,0,0,4
3896,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.17871,74.389797,0,0,0,0,0
3897,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,0,2
3898,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3899,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,4,1,0,0,5
3900,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
3901,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,0,9,0,0,9
3902,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.12769,74.587356,0,16,0,0,16
3903,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,0,0,2,0,2
3904,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,3,4,0,7
3905,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,3,0,0,0,3
3906,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,4,2,0,6
3907,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,4,2,0,7
3908,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,4,0,0,5
3909,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.57672,75.22304,5,2,0,0,7
3910,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,0,0,0,1
3911,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,1,0,0,0,1
3912,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,1,0,2
3913,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,1,0,0,1
3914,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
3915,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,7,0,0,7
3916,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,3,8,0,11
3917,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.278111,74.315303,6,2,0,0,8
3918,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,3,0,0,3
3919,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,4,0,4
3920,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,2,0,1,0,3
3921,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,7,0,0,7
3922,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,1,4,0,5
3923,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
3924,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,2,3
3925,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,0,0,0,0
3926,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,4,0,6
3927,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,2,8,0,13
3928,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3929,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,0,0,0,0
3930,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.028791,74.37442,1,0,0,0,1
3931,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,8,8
3932,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,9,0,0,9
3933,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,5,0,6
3934,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,4,0,0,4
3935,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3936,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3937,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,3,0,0,3
3938,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,10,0,1,11
3939,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,8,0,0,8
3940,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.936064,75.291042,2,0,0,0,2
3941,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,5,0,0,5
3942,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,5,0,0,5
3943,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,2,0,0,0,2
3944,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.16667,74.75,0,2,0,0,2
3945,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.824882,75.064323,0,2,0,0,2
3946,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3947,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,1,0,0,0,1
3948,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3949,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,2,0,0,2
3950,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3951,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,0,0,0
3952,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.67721,74.811306,0,0,1,0,1
3953,1992,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,4,0,0,4
3954,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,32,33
3955,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,1,0,0,1
3956,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,4,1,0,0,5
3957,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
3958,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
3959,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,0,2
3960,1993,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.204662,74.810474,0,0,1,0,1
