,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
6760,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
6761,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
6762,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,3,0,0,3
6763,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,3,0,0,4
6764,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.573051,74.676628,0,5,0,0,5
6765,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.391819,73.839226,0,5,0,0,5
6766,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,2,0,0,0,2
6767,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.47233,74.247207,0,4,0,0,4
6768,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
6769,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6770,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6771,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.475845,74.273838,1,0,0,0,1
6772,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,1,0,0,0,1
6773,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
6774,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,4,0,0,4
6775,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,4,0,0,5
6776,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,4,1,0,5
6777,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,0,0,2
6778,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.964713,74.834255,0,1,0,0,1
6779,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,2,0,0,2
6780,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,0,0,0,1
6781,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,1,2,0,0,3
6782,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.079214,74.079845,4,1,0,0,5
6783,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.148049,74.50988,0,1,0,0,1
6784,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,1,0,0,1
6785,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,1,0,0,0,1
6786,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.336275,74.235023,1,0,0,0,1
6787,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
6788,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.315509,74.68729,2,0,0,0,2
6789,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6790,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,0,1,0,0,1
6791,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.523237,74.370067,1,4,0,0,5
6792,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,0,1,0,0,1
6793,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,1,0,0,0,1
6794,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,1,0,0,1
6795,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,1,0,0,1
6796,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,0,5,0,0,5
6797,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,0,4,1,5
6798,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
6799,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,5,0,0,5
6800,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,1,0,0,1
6801,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.858513,75.16608,0,1,0,0,1
6802,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,1,0,0,1
6803,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,1,0,0,1
6804,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
6805,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,4,6,0,0,10
6806,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,3,3,0,0,6
6807,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,0,0,0,1
6808,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,6,0,0,6
6809,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,2,1,1,5
6810,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,0,1,0,1
6811,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,1,2,0,0,3
6812,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,5,1,0,0,6
6813,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.457339,75.156471,1,0,0,0,1
6814,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,1,0,0,1
6815,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.429421,74.649554,0,2,0,0,2
6816,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.513148,74.456665,0,2,1,0,3
6817,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,3,0,0,4
6818,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,0,2,0,0,2
6819,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,2,0,0,2
6820,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.457339,75.156471,0,2,0,0,2
6821,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.780026,74.791599,0,2,0,0,2
6822,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.610833,74.925833,0,0,1,0,1
6823,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
6824,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,6,2,8
6825,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6826,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
6827,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,2,0,0,2
6828,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.603155,74.25793,2,0,1,0,3
6829,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6830,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6831,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
6832,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,1,0,0,0,1
6833,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.603155,74.25793,1,0,0,0,1
6834,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.704263,74.919537,0,2,0,0,2
6835,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.391819,73.839226,0,2,0,0,2
6836,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.81058,74.695035,0,1,0,0,1
6837,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
6838,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.189823,75.458694,0,0,1,0,1
6839,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,7,0,0,7
6840,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
6841,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,4,0,0,4
6842,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,2,0,0,2
6843,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,4,1,0,0,5
6844,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,3,0,0,3
6845,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.357933,73.739723,0,4,0,0,4
6846,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.07841,74.53088,0,3,0,0,3
6847,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,1,2,0,0,3
6848,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,3,4,0,0,7
6849,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,3,0,0,3
6850,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
6851,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,0,4,0,0,4
6852,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
6853,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,4,0,0,6
6854,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
6855,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.919908,75.117832,2,0,0,0,2
6856,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,0,2,0,2
6857,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.079214,74.079845,0,8,0,0,8
6858,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.028791,74.37442,0,4,0,0,4
6859,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
6860,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.714523,74.832268,0,6,0,0,6
6861,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,6,0,0,6
6862,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.550871,74.221001,2,3,0,0,5
6863,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,5,0,0,5
6864,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.469484,74.137744,0,4,0,0,4
6865,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,6,0,0,7
6866,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,2,1,0,3
6867,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
6868,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
6869,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,1,0,0,1
6870,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
6871,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,1,0,0,1
6872,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.675759,74.338245,0,1,1,0,2
6873,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,2,0,0,2
6874,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,2,0,0,2
6875,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.476121,74.440835,0,1,0,0,1
6876,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.69238,74.35925,0,1,0,0,1
6877,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6878,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,2,0,0,2
6879,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.117474,75.473901,0,1,0,0,1
6880,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,3,0,0,3
6881,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.509953,74.171482,0,2,0,0,2
6882,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.316818,74.241979,0,1,0,0,1
6883,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,1,0,0,0,1
6884,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.318773,74.836643,1,0,3,0,4
6885,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6886,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.636695,74.773751,0,15,0,0,15
6887,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,1,0,0,0,1
6888,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.392806,73.840566,0,3,0,0,3
6889,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
6890,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.494611,74.410497,0,4,0,0,4
6891,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,4,0,0,4
6892,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,4,0,0,4
6893,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
6894,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,2,0,0,2
6895,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89001,74.66297,0,3,0,0,3
6896,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,2,0,0,2
6897,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,1,0,0,1
6898,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.12769,74.587356,0,2,0,0,2
6899,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.89485,75.28168,3,0,0,0,3
6900,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
6901,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.41654,74.352306,0,1,0,0,1
6902,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.159045,74.563568,0,2,0,0,2
6903,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.642257,75.006919,0,1,0,0,1
6904,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
6905,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
6906,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,2,0,0,3
6907,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.548208,75.305274,0,3,0,0,3
6908,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.274824,74.475391,0,3,0,0,3
6909,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,3,0,0,3
6910,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.887495,74.291233,0,3,0,0,3
6911,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,1,2,0,0,3
6912,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6913,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,1,0,0,0,1
6914,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,1,2,0,0,3
6915,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.341551,74.193092,0,2,0,0,2
6916,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,2,0,0,0,2
6917,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.237275,74.953262,0,0,2,0,2
6918,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,2,0,0,2
6919,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,2,0,0,0,2
6920,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,2,0,0,2
6921,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
6922,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.836438,74.934837,0,2,0,0,2
6923,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.698114,75.152954,0,0,1,0,1
6924,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
6925,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.773471,74.898021,0,2,0,0,2
6926,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.565,74.676,0,3,0,0,3
6927,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.920564,75.220211,0,0,1,0,1
6928,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.421456,74.667213,0,2,0,0,2
6929,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.714523,74.832268,0,2,0,0,2
6930,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,1,0,0,1
6931,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.321376,75.733425,0,0,2,0,2
6932,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.55571,74.35343,0,4,0,0,4
6933,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.880953,74.699188,0,2,0,0,2
6934,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,4,0,0,5
6935,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,0,0,2
6936,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.81,74.62,0,0,2,0,2
6937,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.136918,75.515347,2,0,0,0,2
6938,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,3,0,3
6939,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,32.67721,74.811306,0,0,0,0,0
6940,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.708016,74.28017,3,0,0,0,3
6941,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.395579,74.253948,0,1,0,0,1
6942,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
6943,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,0,0,3
6944,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,0,2,0,0,2
6945,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.249761,74.253606,0,2,0,0,2
6946,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.77,74.1,0,2,0,0,2
6947,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,3,2,0,5
6948,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,3,0,0,3
6949,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.321376,75.733425,0,3,0,0,3
6950,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,1,0,0,0,1
6951,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,2,0,0,2
6952,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.590951,74.307262,0,2,0,0,2
6953,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.523237,74.370067,1,3,0,0,4
6954,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.25,74.25,0,1,0,0,1
6955,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,2,0,0,2
6956,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,1,0,0,0,1
6957,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
6958,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,3,2,1,0,6
6959,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.706088,74.844238,1,2,0,0,3
6960,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.389636,75.14886,1,5,0,0,6
6961,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.19287,74.3692,0,2,0,0,2
6962,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.948759,74.630722,0,1,0,0,1
6963,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,0,0,0,0
6964,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6965,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.080399,74.823383,0,0,1,0,1
6966,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,4,0,0,4
6967,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,4,0,0,4
6968,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.2404,75.5092,0,2,0,0,2
6969,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
6970,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.669529,74.065513,0,2,0,0,2
6971,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.529504,74.313346,2,1,0,0,3
6972,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,2,1,0,3
6973,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,1,5,0,0,6
6974,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,2,0,0,2
6975,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.392806,73.840566,0,3,0,0,3
6976,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.726847,74.127315,1,1,1,0,3
6977,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.4597,74.6904,0,2,0,0,2
6978,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33,75.16667,0,1,0,0,1
6979,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.972846,74.561107,0,2,0,0,2
6980,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,0,1,0,0,1
6981,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.372601,74.167293,0,1,0,0,1
6982,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.10081,75.6497,0,1,0,0,1
6983,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.618896,75.070709,0,2,0,0,2
6984,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,34.003857,74.578838,0,1,0,0,1
6985,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.736255,74.16632,0,3,0,0,3
6986,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.708016,74.28017,0,2,0,0,2
6987,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.339199,74.320461,2,1,0,0,3
6988,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.83333,75.16667,0,2,0,0,2
6989,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.91667,76.66667,2,0,0,0,2
6990,2003,1,Clear,1,Government of India,Kashmir insurgents,Jammu and Kashmir,33.61044,74.13883,0,2,0,0,2
